benchmark,result,time_real
yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2,unknown,1201.0
danoint-166.smt2,unknown,1201.0
danoint-266.smt2,unknown,1201.0
danoint-65.smt2,unknown,1201.0
danoint-66.smt2,unknown,1201.0
fixnet-3000.smt2,unknown,1201.0
fixnet-3983.smt2,unknown,1201.0
fixnet-7000.smt2,unknown,1201.0
opt1217--17.smt2,unknown,1201.0
pk1-11.smt2,unknown,1201.0
pk1-20.smt2,unknown,1201.0
pp08a-7349.smt2,unknown,1201.0
pp08a-7350.smt2,unknown,1201.0
vpm2-13.75.smt2,unknown,1201.0
sc-40.base.cvc.smt2,unsat,627.6
constraint-1007893.smt2,unknown,1201.0
constraint-199552.smt2,unknown,1201.0
constraint-223827.smt2,unknown,1201.0
constraint-251380.smt2,unknown,1201.0
constraint-269735.smt2,unknown,1201.0
constraint-330061.smt2,unknown,1201.0
constraint-343414.smt2,unknown,1201.0
constraint-413064.smt2,unknown,1201.0
constraint-436218.smt2,unknown,1201.0
constraint-556101.smt2,unknown,1201.0
simple_startup_14nodes.abstract.induct.smt2,unsat,737.9
simple_startup_15nodes.abstract.induct.smt2,unsat,959.9
uart-37.base.cvc.smt2,unsat,650.9
uart-38.base.cvc.smt2,unsat,665.8
uart-39.base.cvc.smt2,unsat,661.6
uart-40.base.cvc.smt2,unsat,834.6
NEQ048_size9.smt2,unsat,1002.3
PEQ013_size8.smt2,unknown,1201.0
PEQ014_size11.smt2,unknown,1201.0
PEQ016_size7.smt2,unknown,1201.0
PEQ018_size7.smt2,unknown,1201.0
SEQ026_size7.smt2,unknown,1201.0
SEQ038_size8.smt2,unsat,1195.0
